file_path,detected_issues,recommended_migration_target
client/src/mui-pro/views/Maps/FullScreenMap.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Calendar/Calendar.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/LockScreenPage.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/ErrorPage.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/PricingPage.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/RegisterPage.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/Timeline.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/UserProfile.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/LoginPage.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Pages/RTLSupport.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/Wizard.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/ExtendedForms.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/RegularForms.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/ValidationForms.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/WizardSteps/Step3.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/WizardSteps/Step1.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/mui-pro/views/Forms/WizardSteps/Step2.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/AboutPage/index.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/ForgotPassword/ForgotPasswordPage.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PasswordResetPage/PasswordResetPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/SearchPage/SearchPage.test.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/SearchPage/index.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/RequestAccessPage/RequestAccessPage.test.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/RequestAccessPage/RequestAccessPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/SignupPage/SignupPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/TermsPage/index.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PlanCarouselPage/PlanCarouselPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PostsPage/PostPage.test.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PostsPage/PostPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PostsPage/index.jsx,.jsx extension; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/Profile/index.jsx,.jsx extension; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/Profile/ProfileView.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/ManageInvites/ManageInvites.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/LandingPage/LandingPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/LandingPage/LandingPage.test.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/ControlPanel/ControlPanel.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/ControlPanel/ControlPanel.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/ControlPanel/ControlPanel.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/LoginPage/LoginPage.jsx,.jsx extension; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PlanPage/PlanPage.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/InvestorThanks/InvestorThanks.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/views/PostsPage/Skeletons/PostPageSkeleton.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PostActions/PostActionCard.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PostActions/PostActionCard.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PostActions/PostActionList.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/BookmarkIconButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/GetAccessButton.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/ManageInviteButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/RejectButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/DoubleArrowIconButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/SettingsSaveButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/SettingsIconButton.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/SignOutButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/ApproveButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/SelectPlansButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/InvestButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/FollowButton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/CustomButtons/AdminIconButton.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/requestAccessStyles.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/RequestAccessForm.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/InfoSections.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/ApproveRejectPopver/ApproveRejectPopover.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatContent.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/QuoteHeaderMessage.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatSearchInput.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatTabs.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatList.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/MessageItem.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatContent_BACKUP.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatConstants.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/AddBuddyDialog.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/PresenceIcon.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/MessageSend.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/TypingIndicator.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/StatusEditor.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/MessageBox.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/UserSearchResults.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/MessageItemList.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/RichToolTip.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/ChatMenu.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Chat/StatusMessage.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/ForgotPassword/ForgotPassword.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubmitPost/SubmitPostSkeleton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubmitPost/SubmitPostAlert.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubmitPost/SubmitPost.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubmitPost/SubmitPost.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubmitPost/SubmitPostForm.jsx,.jsx extension; Material UI import; fetch() instead of Apollo; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SubmitPost/SubmitPostForm.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/VotingComponents/SelectionPopover.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/VotingComponents/VotingBoard.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/VotingComponents/VotingPopup.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Login/Login.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Login/Login.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Login/Login.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Comment/Comment.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Comment/CommentReactions.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Comment/Comment.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Comment/CommentList.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/PostController.jsx,.jsx extension; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/Post.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/PostSkeleton.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/Post.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/PostsList.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/PaginatedPostsList.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Post/PostCard.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SignupForm/SignupForm.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Unauthorized/Unauthorized.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Unauthorized/Unauthorized.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Unauthorized/Unauthorized.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/BuddyList/BuddyListWithPresence.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/BuddyList/BuddyItemList.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/BuddyList/BuddyList.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/BuddyList/index.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/MobileDrawer.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/Notification.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/NotificationMobileView.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/NotificationMenu.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/Notification.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/NotificationLists.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Notifications/NotificationList.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/EmailSent/EmailSent.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/__tests__/SubHeader.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/__tests__/PostChatSend.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Activity/ActivityList.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Activity/Activity.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Activity/PaginatedActivityList.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Activity/ActivityEmptyList.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Admin/BotListTab.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/UserPosts/UserPosts.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SearchContainer/UsernameResults.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SearchContainer/SearchGuestSections.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SearchContainer/SearchResults.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/SearchContainer/index.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PasswordReset/PasswordReset.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Settings/SettingsContent.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Settings/SettingsMenu.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/HighlightText/index.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/common/StickyPaginationWrapper.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/common/PaginatedList.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/common/SEOHead.jsx,.jsx extension; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/common/Loader.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/common/Pagination.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PostChat/PostChatSend.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PostChat/PostChatReactions.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/PostChat/PostChatMessage.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/RequestInviteCarouselButton.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/Carousel.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/Carousel.stories.js,Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Comment.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Filter.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/CheckBoxFilled.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Up.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Calendar.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/index.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Quote.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Down.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Search.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Icons/Group.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/GuestFooter/GuestFooter.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Navbars/ProfileHeader.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Navbars/AuthNavbar.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Navbars/MainNavBar.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ReputationDisplay.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ProfileAvatar.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/FollowInfo.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/SimpleAvatarEditor.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ReportUserDialog.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/AvatarOptionButtons.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ProfileController.jsx,.jsx extension; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/UserFollowDisplay.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ProfileBadge.stories.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ProfileBadge.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ProfileBadge.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/ChangePhoto.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/SendInviteDialog.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
